#Digilent WaveForms Oscilloscope Acquisition,,,
#Device Name: Discovery2,,,
#Serial Number: SN:210321AC1D4D,,,
#Date Time: 2020-12-03 16:30:41.368,,,
#Sample rate: 7.69231e+06Hz,,,
#Samples: 8192,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,
#Channel 1: Range: 2 V/div Offset: 0 V Attenuation: 1 X,,,
#Channel 2: Range: 2 V/div Offset: 0 V Attenuation: 1 X,,,
#Wavegen Channel 1: Running,,,
#Mode: Simple,,,
#Type: Sine,,,
#Frequency: 10 kHz,,,
#Period: 100 us,,,
#Amplitude: 1 V,,,
#Offset: 2.5 V,,,
#Symmetry: 50 %,,,
#Phase: 0 ��,,,
#Power Supplies: ON,,,
#Positive Supply: ON,,,
#Voltage: 5 V,,,
#Negative Supply: ON,,,
#Voltage: -5 V,,,
,,,
Time (s),Channel 1 (V),Channel 2 (V),
0.43168502,1.206570627,3.247612658,
0.43168515,1.183988237,3.253012407,
0.43168528,1.157642115,3.258361915,
0.43168541,1.123768529,3.263660828,
0.43168554,1.108713602,3.26890879,
0.43168567,1.086131212,3.274105452,
0.4316858,1.056021358,3.279250467,
0.43168593,1.037202699,3.284343492,
0.43168606,1.007092845,3.289384187,
0.43168619,0.984510455,3.294372216,
0.43168632,0.961928064,3.299307246,
0.43168645,0.939345674,3.304188947,
0.43168658,0.90923582,3.309016994,
0.43168671,0.890417161,3.313791066,
0.43168684,0.867834771,3.318510842,
0.43168697,0.849016112,3.32317601,
0.4316871,0.826433722,3.327786256,
0.43168723,0.807615063,3.332341274,
0.43168736,0.788796404,3.33684076,
0.43168749,0.769977745,3.341284413,
0.43168762,0.743631623,3.345671937,
0.43168775,0.732340428,3.35000304,
0.43168788,0.717285501,3.354277432,
0.43168801,0.702230574,3.358494828,
0.43168814,0.694703111,3.362654947,
0.43168827,0.690939379,3.366757511,
0.4316884,0.679648184,3.370802247,
0.43168853,0.67212072,3.374788884,
0.43168866,0.67212072,3.378717157,
0.43168879,0.67212072,3.382586804,
0.43168892,0.664593257,3.386397566,
0.43168905,0.664593257,3.39014919,
0.43168918,0.657065793,3.393841424,
0.43168931,0.660829525,3.397474023,
0.43168944,0.660829525,3.401046744,
0.43168957,0.660829525,3.404559349,
0.4316897,0.657065793,3.408011603,
0.43168983,0.653302062,3.411403277,
0.43168996,0.657065793,3.414734143,
0.43169009,0.653302062,3.41800398,
0.43169022,0.64953833,3.421212569,
0.43169035,0.638247135,3.424359697,
0.43169048,0.634483403,3.427445153,
0.43169061,0.626955939,3.430468732,
0.43169074,0.626955939,3.433430232,
0.43169087,0.623192208,3.436329455,
0.431691,0.623192208,3.439166207,
0.43169113,0.615664744,3.441940301,
0.43169126,0.611901012,3.444651549,
0.43169139,0.615664744,3.447299773,
0.43169152,0.611901012,3.449884794,
0.43169165,0.608137281,3.452406441,
0.43169178,0.611901012,3.454864545,
0.43169191,0.600609817,3.457258942,
0.43169204,0.600609817,3.459589472,
0.43169217,0.600609817,3.461855981,
0.4316923,0.596846085,3.464058316,
0.43169243,0.604373549,3.466196331,
0.43169256,0.604373549,3.468269884,
0.43169269,0.604373549,3.470278835,
0.43169282,0.596846085,3.47222305,
0.43169295,0.604373549,3.474102401,
0.43169308,0.600609817,3.475916762,
0.43169321,0.596846085,3.477666011,
0.43169334,0.600609817,3.479350032,
0.43169347,0.596846085,3.480968713,
0.4316936,0.596846085,3.482521945,
0.43169373,0.593082354,3.484009626,
0.43169386,0.593082354,3.485431655,
0.43169399,0.596846085,3.486787937,
0.43169412,0.596846085,3.488078383,
0.43169425,0.593082354,3.489302907,
0.43169438,0.596846085,3.490461426,
0.43169451,0.593082354,3.491553863,
0.43169464,0.593082354,3.492580145,
0.43169477,0.593082354,3.493540205,
0.4316949,0.600609817,3.494433977,
0.43169503,0.589318622,3.495261402,
0.43169516,0.596846085,3.496022426,
0.43169529,0.596846085,3.496716996,
0.43169542,0.593082354,3.497345068,
0.43169555,0.593082354,3.497906598,
0.43169568,0.593082354,3.49840155,
0.43169581,0.589318622,3.498829891,
0.43169594,0.593082354,3.499191591,
0.43169607,0.589318622,3.499486627,
0.4316962,0.589318622,3.499714979,
0.43169633,0.58555489,3.499876632,
0.43169646,0.58555489,3.499971576,
0.43169659,0.58555489,3.499999803,
0.43169672,0.589318622,3.499961311,
0.43169685,0.593082354,3.499856105,
0.43169698,0.58555489,3.499684189,
0.43169711,0.589318622,3.499445577,
0.43169724,0.593082354,3.499140283,
0.43169737,0.589318622,3.498768329,
0.4316975,0.593082354,3.498329739,
0.43169763,0.589318622,3.497824541,
0.43169776,0.593082354,3.497252771,
0.43169789,0.58555489,3.496614466,
0.43169802,0.589318622,3.495909669,
0.43169815,0.589318622,3.495138427,
0.43169828,0.58555489,3.49430079,
0.43169841,0.589318622,3.493396816,
0.43169854,0.58555489,3.492426564,
0.43169867,0.58555489,3.4913901,
0.4316988,0.58555489,3.490287491,
0.43169893,0.581791158,3.489118813,
0.43169906,0.58555489,3.487884142,
0.43169919,0.589318622,3.486583562,
0.43169932,0.581791158,3.485217158,
0.43169945,0.58555489,3.483785022,
0.43169958,0.58555489,3.482287251,
0.43169971,0.58555489,3.480723943,
0.43169984,0.593082354,3.479095202,
0.43169997,0.589318622,3.477401139,
0.4317001,0.58555489,3.475641865,
0.43170023,0.58555489,3.473817497,
0.43170036,0.589318622,3.471928159,
0.43170049,0.589318622,3.469973975,
0.43170062,0.589318622,3.467955077,
0.43170075,0.593082354,3.465871598,
